SrNo,District_Name,Taluka_Name,Taluka_Latitude,Taluka_Longitude,Month,Year,Soil_Type,Soil_pH,Soil_EC,Organic_Carbon,Nitrogen,Phosphorus,Potassium,Soil_Moisture,Soil_Depth_Class,Avg_Temperature,Min_Temperature,Max_Temperature,Rainfall_mm,Humidity_percent,Wind_Speed_kmph,Solar_Radiation,Evapotranspiration,Cloud_Cover_percent,Crop_Recommended,Crop_Suitability,Crop_Yield_Quintal_per_Hectare
12412,JUNAGADH,Junagadh,21.5220416,70.4582458,10,2018,Silty,6.24,1.99,1.19,290.1,6.9,628.2,36.3,Medium,27.1,24.3,30.7,58.9,44.2,18.1,730.6,3.93,35.5,Cumin,No,3.1096972382133403
12414,SURAT,Umarpada,21.4563995,73.4757224,6,2015,Silty,6.94,1.88,1.16,448.6,21.0,691.0,42.0,Medium,30.6,25.2,36.9,473.7,94.3,35.6,300.4,1.35,100.0,Castor,No,8.432101344763872
12415,KACHCHH,Mundra,22.8393153,69.7249477,8,2015,Loam,7.11,2.08,0.99,455.6,5.8,406.6,14.5,Medium,31.5,24.7,34.1,671.0,95.0,10.4,50.0,2.66,100.0,Soybean,Yes,15.37
12416,SURAT,Chorasi,21.1535968,72.6887381,9,2015,Silty,7.44,0.43,1.2,403.4,41.5,370.3,22.7,Medium,28.7,26.6,34.2,483.4,94.1,19.5,50.0,4.31,100.0,Rice,Yes,27.74
12417,NARMADA,Sagbara,21.5453441,73.7920866,12,2020,Silty,6.01,2.9,1.52,436.5,9.3,147.1,28.9,Medium,24.8,19.8,29.2,8.6,33.1,39.3,927.0,5.04,27.0,Jowar,Yes,16.45
12418,BANASKANTHA,Deodar,24.1920148,71.7893701,6,2014,Sandy Loam,6.78,1.3,0.77,344.3,9.6,320.4,27.5,Medium,26.9,23.9,30.9,466.1,87.1,34.0,196.7,3.79,100.0,Groundnut,Yes,18.381701426364856
12420,DANGS,Vagai,20.7587262,73.68735329999998,8,2022,Black Cotton,7.84,0.63,0.18,199.6,41.7,644.5,24.5,Medium,28.1,20.5,33.8,546.0,92.6,80.0,357.9,0.5,100.0,Cotton,Yes,12.78
12421,AMRELI,Dhari,21.3280712,71.0262213,9,2018,Silty,7.42,2.84,0.97,406.7,50.9,683.1,3.7,Medium,24.2,20.6,30.6,759.7,95.0,36.3,351.2,0.5,100.0,Soybean,Yes,14.19
12422,DAHOD,DAHOD,22.8358786,74.2556823,2,2020,Black Cotton,7.01,1.01,0.75,437.8,25.0,682.0,6.5,Medium,13.2,6.6,16.8,3.9,39.5,23.8,836.5,5.06,15.3,Wheat,Yes,21.8
12423,SURENDRANAGAR,Dhrangadhra,22.9914292,71.4663753,9,2021,Black Cotton,7.03,0.21,1.62,59.8,29.9,653.9,27.5,Medium,26.2,18.6,30.3,246.9,60.7,7.8,492.6,3.81,100.0,Jowar,Yes,12.4
12424,BOTAD,Barwala,22.1518623,71.8957058,2,2023,Black Cotton,7.33,0.62,1.4,61.9,35.5,646.6,15.4,Medium,23.1,18.6,26.5,4.6,37.1,19.2,268.4,6.19,58.8,Wheat,Yes,29.51
12425,ARAVALLI,Modasa,23.4634245,73.2990631,2,2023,Loam,6.54,1.99,0.4,472.2,14.5,61.3,2.6,Deep,23.6,15.8,28.7,10.9,37.5,12.8,834.0,3.36,66.2,Jowar,Yes,15.28
12426,MORBI,Tankara,22.6562177,70.7486911,6,2020,Black Cotton,7.39,0.82,1.64,478.4,31.3,336.2,36.2,Shallow,28.2,25.7,31.7,409.0,71.0,13.0,124.8,1.6,100.0,Cotton,Yes,14.26
12428,CHHOTA,UDEPUR,22.3148736,74.0141067,7,2019,Silty,6.26,0.73,0.27,242.2,36.5,685.3,17.8,Shallow,27.0,21.6,31.1,385.2,86.1,40.4,375.2,3.65,87.0,Rice,Yes,24.43
12430,PANCHMAHALS,Jambughoda,22.829248945454545,73.03712348181818,1,2017,Silty,6.88,0.56,1.45,299.7,46.4,560.4,39.7,Medium,20.3,12.7,26.1,1.8,36.0,80.0,531.2,6.92,17.8,Wheat,No,24.195056711632898
12431,KHEDA,Mehmedabad,22.8621774,72.7957815,11,2019,Black Cotton,6.63,2.32,1.22,103.4,48.1,240.6,30.5,Shallow,10.7,3.8,16.8,1.2,50.1,29.5,875.9,3.45,15.7,Wheat,Yes,28.48
12432,PATAN,Radhanpur,23.8472862,71.5858439,11,2016,Black Cotton,8.33,3.99,0.14,304.7,45.5,443.9,21.6,Deep,13.0,6.6,17.9,8.5,32.3,31.3,677.8,2.89,68.1,Wheat,No,21.007237925697005
12433,MAHESANA,Unjha,23.7968484,72.3818955,5,2020,Sandy Loam,6.12,0.54,0.88,279.6,11.4,429.5,7.6,Medium,34.0,28.7,40.3,4.3,48.1,35.5,731.5,2.08,41.2,Bajra,No,12.160241845466691
12434,GANDHINAGAR,Dehgam,23.1640326,72.8818319,5,2018,Black Cotton,8.39,2.43,1.52,92.5,57.5,366.8,24.7,Deep,33.8,28.5,36.5,13.8,35.8,24.5,408.9,3.32,38.2,Urad (Black Gram),No,4.041953402877463
12435,SURENDRANAGAR,Lakhtar,22.8724876,71.7763542,12,2019,Black Cotton,6.74,2.42,1.62,120.0,50.5,516.3,12.9,Medium,21.0,17.9,27.1,13.3,46.8,6.7,356.7,5.54,72.3,Wheat,Yes,29.2
12436,MAHESANA,Jotana,23.4711736,72.2927648,9,2020,Silty,6.68,0.83,1.28,434.0,51.7,380.5,41.1,Medium,33.1,30.9,36.4,588.8,95.0,7.1,50.0,2.35,100.0,Soybean,Yes,18.48
12437,MORBI,MALIYA,23.0931749,70.7599456,4,2021,Black Cotton,7.92,1.91,1.3,60.8,57.8,85.7,3.6,Deep,33.9,28.8,36.2,26.8,37.7,13.7,292.2,5.57,49.0,Bajra,Yes,13.12
12438,BHAVNAGAR,Jesar,21.3699105,71.6684114,1,2023,Loam,7.17,1.45,0.9,471.1,23.4,636.7,2.6,Deep,22.0,14.3,26.7,6.9,46.8,22.0,1000.9,2.48,12.3,Jowar,Yes,10.81
12439,BHAVNAGAR,Talaja,21.3545788,72.0368814,10,2015,Black Cotton,7.78,0.9,0.65,173.2,47.0,382.7,5.1,Deep,25.6,22.2,32.5,45.8,40.1,37.1,504.2,2.11,78.4,Bajra,Yes,14.36
12440,PATAN,Saraswati,23.875171,72.166746,3,2014,Silty,6.82,1.16,1.65,370.0,16.6,569.9,41.3,Shallow,35.4,27.4,39.1,14.2,42.2,28.8,386.2,2.36,19.9,Bajra,Yes,11.77
12442,BOTAD,Botad,22.1686,71.6685,2,2023,Black Cotton,7.23,2.04,1.15,134.9,38.1,556.1,2.5,Deep,15.5,8.8,22.4,7.1,47.2,36.5,788.3,4.39,46.4,Mustard,Yes,12.53
12443,AMRELI,Bagasara,21.4857835,70.9559406,1,2023,Loam,7.31,2.29,1.07,109.6,13.3,602.9,21.9,Medium,20.8,16.0,24.6,8.2,37.0,27.3,343.4,2.12,19.2,Onion,Yes,229.39
12444,MAHESANA,Kadi,23.2969449,72.3306381,2,2019,Black Cotton,8.27,2.13,0.25,485.9,21.9,557.8,23.3,Shallow,21.3,13.5,25.5,2.5,42.6,22.4,437.5,3.89,16.6,Wheat,No,20.63869217285645
12446,AMRELI,Rajula,21.038617,71.4438845,8,2023,Loam,7.14,0.89,0.57,427.4,35.3,110.6,4.3,Deep,27.5,24.2,31.9,486.8,84.9,19.8,197.6,0.5,100.0,Cotton,Yes,19.67
12448,BANASKANTHA,Amirgadh,24.4060517,72.6411054,3,2017,Sandy,6.64,2.45,1.75,57.292527490700365,23.9,355.0,44.9,Shallow,38.7,32.7,45.0,4.6,46.4,15.1,730.3,3.9,35.3,Bajra,Yes,15.42
12449,BANASKANTHA,Amirgadh,24.4060517,72.6411054,1,2017,Sandy Loam,6.64,0.77,0.36,282.7,36.3,179.9,17.5,Medium,16.5,12.4,22.6,6.2,38.0,12.7,937.9,6.06,57.4,Wheat,Yes,23.08
12451,ANAND,Sojitra,22.5391166,72.7192782,9,2021,Silty,6.76,1.13,0.2,342.7,5.8,233.8,37.5,Deep,32.8,28.9,35.2,408.4,88.3,6.0,588.4,4.55,100.0,Castor,Yes,11.98
12452,JAMNAGAR,Kalavad,22.2143736,70.3834253,3,2019,Silty,7.08,1.66,1.6,58.1,27.8,431.6,18.0,Shallow,32.6,27.3,36.5,16.6,31.9,7.1,748.3,5.21,17.9,Bajra,Yes,12.62
12453,JAMNAGAR,Jodiya,22.6925104,70.3054102,8,2019,Loam,6.77,0.71,1.37,435.6,28.8,168.4,4.6,Shallow,26.4,23.3,30.5,524.9,95.0,5.7,928.4,0.5,100.0,Cotton,Yes,12.84
12454,GANDHINAGAR,Dehgam,23.1640326,72.8818319,9,2018,Loam,6.45,3.89,1.72,410.1,8.7,312.0,11.0,Deep,31.0,25.2,36.2,411.7,83.9,10.8,849.5,2.36,100.0,Castor,Yes,9.48
12455,VADODARA,Dabhoi,22.1336175,73.4201004,2,2017,Silty,7.05,1.06,1.31,128.5,50.4,494.8,8.5,Medium,25.1,18.8,31.3,3.4,35.8,27.8,432.0,4.78,27.6,Rajma (Kidney Bean),Yes,9.22
12456,JUNAGADH,Mendarda,21.3232985,70.4425757,3,2020,Loam,6.82,1.61,1.56,436.5,51.7,83.9,43.0,Shallow,41.6,37.5,46.3,20.4,40.3,25.5,424.4,4.2,18.2,Bajra,Yes,13.737169370650957
12457,KHEDA,Mehmedabad,22.8621774,72.7957815,6,2023,Loam,6.6,2.0,1.53,389.2,20.6,383.9,20.1,Shallow,32.0,26.0,37.0,521.6,95.0,19.6,598.3,3.54,100.0,Cotton,Yes,11.84
12459,AMRELI,Rajula,21.038617,71.4438845,2,2019,Silty,6.5,1.38,0.91,143.1,13.8,495.1,21.6,Medium,24.6,17.6,26.7,11.2,46.4,23.4,882.8,5.44,14.7,Jowar,Yes,12.761996383790851
12460,MORBI,Morvi,22.87621585614973,70.91882025454545,10,2022,Silty,6.88,3.01,1.6,334.2,42.7,168.7,15.9,Deep,31.5,27.1,33.9,67.1,43.8,80.0,405.2,2.64,38.4,Bajra,Yes,10.48
12461,PANCHMAHALS,Ghoghamba,22.829248945454545,73.03712348181818,6,2023,Loam,6.91,0.8,0.51,320.4,37.9,436.7,11.3,Medium,30.4,26.9,34.3,328.8,72.6,80.0,567.6,0.92,100.0,Rice,Yes,21.87
12462,KHEDA,Kheda,22.7516133,72.6857205,5,2016,Loam,6.6,0.92,0.35,472.8,8.7,400.1,39.8,Deep,29.8,24.8,33.2,1.5,43.9,25.4,756.7,2.76,27.5,Bajra,Yes,15.93
12463,AHMADABAD,Dholera,22.2495856,72.1959892,4,2023,Silty,7.35,1.3,0.3,485.0,21.5,358.8,4.7,Shallow,32.1,24.8,36.4,7.6,32.9,19.4,263.5,5.38,41.2,Bajra,No,14.003590069228856
12464,BHARUCH,Jambusar,22.0514367,72.8069758,8,2022,Silty,6.16,1.18,0.18,155.7,57.4,70.5,17.2,Deep,26.0,23.1,31.8,664.5,95.0,27.6,67.1,1.67,100.0,Soybean,Yes,15.37
12465,VADODARA,Karajan,22.30309615105263,73.2793426991228,12,2015,Black Cotton,7.78,0.42,0.77,96.4,43.8,278.3,37.1,Shallow,26.0,21.4,31.3,10.7,50.1,80.0,521.6,2.77,54.5,Bajra,Yes,14.83
12467,KACHCHH,Mundra,22.8393153,69.7249477,2,2021,Silty,7.13,2.46,1.3,75.0,23.6,86.8,20.7,Deep,23.7,17.1,28.7,15.9,37.8,13.2,1144.7,4.37,31.8,Wheat,Yes,25.47
12468,MAHISAGAR,Khanpur,23.3263907,73.6238021,2,2020,Loam,6.94,0.98,0.34,315.7,19.8,355.5,7.5,Shallow,19.6,13.4,22.4,9.3,34.0,6.4,379.1,4.45,48.5,Wheat,Yes,26.95
12469,ANAND,Sojitra,22.5391166,72.7192782,10,2020,Loam,6.83,0.53,1.48,160.0,51.4,138.6,4.8,Medium,28.3,21.4,31.5,49.8,47.5,7.8,316.8,3.64,26.1,Urad (Black Gram),Yes,9.58
12470,ANAND,Sojitra,22.5391166,72.7192782,7,2023,Silty,7.37,1.68,0.13,291.7,57.9,522.8,28.9,Deep,28.0,24.2,33.5,489.4,93.4,20.6,50.0,1.03,100.0,Rice,Yes,33.03
12471,ARAVALLI,Meghraj,23.5219981,73.5486403,6,2021,Sandy Loam,7.5,1.87,0.69,373.7,28.3,358.4,24.2,Shallow,31.1,27.9,35.7,399.7,76.0,37.3,866.6,2.83,100.0,Groundnut,Yes,16.492287724697597
12472,AHMADABAD,Viramgam,23.1224522,72.0483946,3,2019,Loam,7.41,0.4,0.93,290.9,36.4,238.9,21.5,Medium,40.2,36.5,45.1,20.9,41.1,32.2,1167.2,5.86,57.6,Bajra,Yes,15.97
12473,BANASKANTHA,Vadgam,24.0782271,72.4891682,7,2015,Silty,6.08,1.11,0.88,266.8,25.4,501.8,42.0,Shallow,25.5,19.6,27.6,175.9,53.2,37.1,454.2,3.19,61.8,Moong (Green Gram),Yes,10.0
12474,PATAN,Sami,23.6841533,71.7781681,6,2015,Loam,7.4,1.63,0.25,450.2,40.7,346.2,10.2,Deep,31.0,24.2,35.8,206.0,57.8,34.9,676.0,5.42,100.0,Jowar,Yes,11.32
12475,BHAVNAGAR,Bhavnagar,21.7718836,72.1416449,5,2020,Silty,6.53,1.83,1.29,61.9670428633524,23.4,319.8,38.6,Shallow,35.9,32.6,40.5,13.5,46.6,29.5,1128.9,6.12,50.0,Rajma (Kidney Bean),Yes,10.86
12476,NAVSARI,Khergam,20.6313585,73.0951202,2,2022,Black Cotton,7.51,0.22,1.56,343.3,11.1,451.0,34.5,Deep,17.3,12.3,22.8,7.8,40.9,12.1,695.4,2.44,16.3,Chickpea,Yes,11.24
12477,ANAND,Umreth,22.6990518,73.115045,1,2020,Silty,7.37,3.7,0.9,180.3,23.0,349.6,28.5,Deep,12.1,6.1,14.2,4.1,42.9,10.3,577.3,2.75,45.0,Wheat,Yes,20.9
12478,MORBI,Wankaner,22.6153934,70.9495617,2,2022,Loam,7.17,1.85,0.64,163.6,10.7,421.5,38.1,Shallow,13.3,7.9,16.4,3.3,38.6,32.7,1013.2,5.72,65.0,Wheat,Yes,26.45
12480,JUNAGADH,Bhesan,21.5527226,70.7069913,8,2021,Black Cotton,6.64,1.35,1.59,110.0,7.0,595.2,7.5,Deep,30.2,27.8,37.0,237.5,67.9,22.6,345.9,2.66,100.0,Jowar,Yes,12.61
12481,TAPI,Songadh,21.1702124,73.5622874,5,2019,Loam,6.62,0.66,0.89,328.2,33.1,514.9,16.5,Deep,30.3,27.2,32.7,2.8,48.0,23.8,1140.9,6.68,9.7,Bajra,Yes,14.92
12482,RAJKOT,Gondal,21.9575096,70.8009896,6,2020,Loam,7.43,0.47,0.8,64.5,33.6,228.3,18.0,Deep,23.8,17.2,27.5,205.9,63.3,11.2,896.4,1.92,82.8,Urad (Black Gram),Yes,9.95
12483,VALSAD,Pardi,20.5137936,72.9242196,9,2019,Loam,6.63,2.32,1.48,244.0,12.7,508.5,9.9,Shallow,29.9,26.6,36.8,165.8,58.9,11.6,1098.2,2.23,58.3,Sesame,Yes,3.86
12484,SABARKANTHA,Vijaynagar,23.9531558,73.2815255,8,2014,Loam,6.35,0.17,0.32,108.3,26.0,318.2,43.7,Medium,30.7,24.7,36.2,260.7,61.7,39.3,813.4,4.11,71.9,Urad (Black Gram),Yes,9.08
12485,SURAT,Umarpada,21.4563995,73.4757224,8,2017,Black Cotton,7.11,0.69,1.43,183.6,30.1,349.4,10.2,Deep,26.7,24.6,33.4,391.4,69.7,27.8,402.6,3.29,100.0,Castor,Yes,12.95
12486,RAJKOT,Jetpur,21.7543725,70.6189391,7,2015,Silty,7.16,1.29,1.42,333.3,17.6,676.4,38.1,Shallow,29.9,25.8,36.2,569.7,95.0,30.1,200.0,0.63,100.0,Maize,Yes,29.49
12487,DAHOD,Fatepura,22.87978639169436,74.10500860548173,5,2014,Black Cotton,7.09,1.24,0.13,195.4,17.4,307.2,41.6,Deep,32.2,28.1,38.4,41.7,50.1,80.0,785.4,5.83,42.5,Rajma (Kidney Bean),Yes,12.41
12488,DANGS,Vagai,20.7587262,73.68735329999998,3,2019,Black Cotton,6.51,1.16,1.09,310.7,13.1,471.7,26.5,Medium,40.8,38.5,45.7,3.6,33.1,80.0,840.9,2.2,65.2,Bajra,Yes,12.06
12489,AMRELI,Jafrabad,20.8665451,71.3648229,2,2021,Black Cotton,8.16,2.09,0.99,213.3,54.4,329.2,30.0,Medium,15.6,11.1,22.0,17.3,37.2,39.2,356.4,5.47,15.4,Wheat,Yes,29.84
12490,KHEDA,Matar,22.7073839,72.6623162,10,2021,Loam,6.32,2.21,1.05,230.7,53.2,78.7,25.9,Deep,23.9,18.5,28.1,73.2,47.3,6.3,793.1,6.37,49.9,Wheat,Yes,27.33
12492,DAHOD,DAHOD,22.8358786,74.2556823,5,2014,Loam,6.01,0.66,1.31,408.0,42.1,384.0,39.7,Medium,29.3,24.8,33.5,2.7,36.1,25.7,1138.9,5.91,10.7,Urad (Black Gram),Yes,9.1
12494,ANAND,Borsad,22.4094019,72.905252,8,2014,Black Cotton,7.64,1.9,0.61,120.4,5.1,529.8,36.4,Deep,30.9,26.2,33.4,491.7,91.8,29.7,313.3,3.2,100.0,Cotton,Yes,15.96
12495,MAHESANA,Jotana,23.4711736,72.2927648,7,2020,Black Cotton,7.72,3.28,0.46,97.4,54.1,91.1,2.2,Medium,28.5,20.6,34.1,308.6,64.1,32.9,284.2,5.18,100.0,Castor,Yes,12.61
12496,DAHOD,Devgadbaria,22.87978639169436,74.10500860548173,2,2018,Loam,6.82,0.18,1.72,399.3,30.3,480.2,36.1,Deep,13.0,7.6,18.5,3.2,49.3,80.0,708.3,6.15,69.5,Wheat,Yes,31.45
12497,BANASKANTHA,Vadgam,24.0782271,72.4891682,12,2018,Sandy Loam,6.8,0.84,0.87,386.5,30.0,302.9,18.0,Deep,21.9,15.9,24.2,0.5,39.8,39.2,811.1,5.85,25.2,Chickpea,Yes,16.23
12498,NARMADA,Dediapada,21.6271369,73.5898076,4,2021,Black Cotton,8.44,0.45,1.12,395.7,34.6,598.1,13.7,Shallow,31.9,26.2,34.5,7.3,44.0,29.7,536.1,5.71,37.2,Jowar,No,11.306552324561
12499,MORBI,Wankaner,22.6153934,70.9495617,3,2021,Black Cotton,6.5,3.15,0.91,240.7,32.0,546.9,3.0,Medium,31.2,28.4,35.9,14.3,47.5,24.7,1133.4,5.98,63.5,Bajra,Yes,13.6
12500,PATAN,Sidhpur,23.9657978,72.3367423,1,2023,Sandy Loam,6.26,3.41,1.7,274.8,46.6,424.4,40.2,Deep,21.3,14.2,27.3,4.1,40.2,22.2,418.0,3.71,28.9,Onion,Yes,174.61
12501,BANASKANTHA,Dantiwada,24.3239388,72.3255763,7,2023,Loam,6.07,1.76,0.86,145.7,29.0,104.1,9.3,Medium,28.0,20.6,34.8,143.2,47.8,24.7,377.8,3.61,36.2,Jowar,Yes,12.3
12502,AHMADABAD,Dholka,22.726607,72.4411863,5,2023,Loam,6.89,3.3,0.79,428.9,43.5,222.4,39.3,Shallow,34.9,28.7,38.3,20.6,48.3,35.1,781.4,2.17,10.9,Sugarcane,Yes,756.85
12503,KACHCHH,Abdasa,23.2576703,68.8854644,12,2015,Loam,6.76,3.76,0.32,67.4,23.5,542.8,36.5,Shallow,20.8,16.7,26.7,15.0,41.7,20.9,1063.8,5.75,16.9,Wheat,Yes,28.82
12505,BANASKANTHA,Lakhani,24.2310058240942,72.03957018269928,1,2017,Black Cotton,8.46,3.54,0.81,269.0,9.6,467.2,42.8,Shallow,15.4,7.8,20.2,5.1,33.7,80.0,718.5,2.03,36.5,Wheat,No,24.16904702686448
12506,VALSAD,Kaprada,20.3445867,73.2166457,1,2015,Black Cotton,6.83,1.33,0.69,96.7,33.1,282.8,36.6,Shallow,23.7,16.9,26.6,19.4,33.5,6.0,671.3,3.27,50.4,Wheat,Yes,25.97
12508,TAPI,Valod,21.0488646,73.2615399,2,2014,Black Cotton,6.57,1.08,0.97,209.0,38.5,401.1,17.1,Medium,20.0,17.0,23.0,7.5,50.7,13.1,341.6,6.1,23.2,Wheat,Yes,27.32
12509,VADODARA,Sinor,21.9111503,73.3384024,9,2014,Silty,7.04,2.55,0.96,186.6,40.1,185.4,31.5,Deep,27.0,24.7,32.3,283.5,74.6,15.6,396.9,2.11,63.0,Rice,Yes,19.42
12510,PATAN,Patan,23.8505032,72.1133403,5,2015,Loam,7.19,3.94,1.76,191.2,25.2,494.4,32.9,Deep,30.3,27.9,36.7,10.1,42.9,8.2,528.1,6.72,32.3,Bajra,Yes,12.82
12511,DAHOD,Singvad,22.9618608,73.9617848,12,2017,Loam,6.85,2.29,1.0,325.1,30.3,430.1,29.8,Deep,21.6,14.7,25.9,7.3,49.7,40.1,1138.3,6.01,68.4,Wheat,Yes,28.73
12512,BHARUCH,Netrang,21.6395746,73.3661964,12,2020,Black Cotton,6.55,1.56,0.65,114.1,18.3,674.2,39.9,Shallow,15.5,12.1,20.7,8.8,33.3,11.9,745.6,3.75,70.5,Wheat,Yes,30.47
12513,KACHCHH,Bhuj,23.2472446,69.668339,3,2014,Black Cotton,8.2,2.76,1.46,220.8,51.0,158.0,11.9,Medium,38.2,36.1,42.8,13.6,46.6,38.1,677.8,3.79,70.5,Jowar,Yes,12.4
12514,KHEDA,Kheda,22.7516133,72.6857205,10,2020,Loam,6.9,3.14,0.86,445.6,28.6,143.7,11.7,Shallow,24.0,16.4,30.6,24.0,33.4,26.9,473.6,3.63,33.6,Wheat,Yes,22.5
12515,SURAT,Kamrej,21.2797773,72.948269,8,2021,Silty,7.18,0.66,0.44,186.1,12.4,69.3,35.0,Medium,31.7,28.8,36.1,239.9,65.4,37.4,745.4,3.38,100.0,Jowar,Yes,14.37
12516,DAHOD,Sanjeli,23.0583328,73.9710668,4,2016,Black Cotton,7.92,2.07,1.14,169.4,50.0,244.7,14.8,Medium,32.6,24.7,36.4,16.1,34.5,12.7,822.1,2.29,66.6,Jowar,No,11.223152435667249
12517,MORBI,Wankaner,22.6153934,70.9495617,12,2019,Black Cotton,7.76,3.66,0.34,260.6,12.5,463.1,14.3,Shallow,12.5,5.8,15.4,7.1,36.7,19.1,457.8,6.77,15.7,Mustard,Yes,11.64
12518,BHARUCH,Amod,21.9907832,72.8706259,7,2021,Loam,7.04,1.43,1.75,477.2,10.1,336.3,10.0,Shallow,26.2,21.8,30.9,382.6,70.7,30.6,989.9,1.14,93.5,Rice,Yes,29.25
12519,AMRELI,Kunkavav,21.6342,70.9804,8,2014,Silty,7.06,3.5,1.42,232.3,39.0,412.3,4.0,Medium,28.6,26.1,32.7,642.3,95.0,9.6,677.9,1.28,100.0,Maize,Yes,24.17
12520,KHEDA,Mehmedabad,22.8621774,72.7957815,4,2016,Loam,6.76,2.14,0.46,440.7,51.3,400.4,41.6,Shallow,33.1,27.8,38.2,2.3,33.2,19.3,498.4,2.58,67.4,Jowar,Yes,11.85
12521,ARAVALLI,Meghraj,23.5219981,73.5486403,6,2022,Sandy Loam,6.34,3.46,0.7,442.5,25.5,273.1,20.3,Medium,31.8,23.9,37.8,236.3,58.7,26.6,599.9,3.98,82.8,Moong (Green Gram),No,6.021492168087022
12522,PATAN,Patan,23.8505032,72.1133403,2,2021,Loam,6.17,1.81,0.53,60.88994090174058,18.8,60.5,16.4,Shallow,11.2,7.8,13.2,7.3,35.4,24.6,763.5,2.21,66.2,Wheat,Yes,32.1
12523,PANCHMAHALS,Jambughoda,22.829248945454545,73.03712348181818,11,2014,Silty,6.58,1.68,1.09,253.5,52.0,621.8,9.3,Shallow,17.1,13.9,23.5,8.7,37.6,80.0,289.0,6.06,31.2,Wheat,Yes,27.47
12524,MORBI,MALIYA,23.0931749,70.7599456,11,2020,Black Cotton,6.86,0.13,0.46,459.6,47.2,285.4,10.0,Medium,20.0,15.6,25.1,13.4,32.3,40.0,681.8,2.15,32.8,Wheat,Yes,30.99
12525,RAJKOT,VINCHHIYA,22.2102309,71.3796336,12,2022,Loam,7.34,2.54,0.11,499.6,45.8,490.6,30.5,Medium,18.5,12.5,23.4,3.0,39.3,29.7,919.8,6.64,26.3,Wheat,Yes,30.39
12526,KHEDA,Kheda,22.7516133,72.6857205,5,2023,Loam,6.88,2.67,1.15,57.3,52.2,355.9,39.1,Deep,35.7,28.5,39.0,24.5,50.2,40.5,778.0,4.87,28.6,Bajra,Yes,11.82
12527,SABARKANTHA,Himatnagar,23.5971246,72.9588273,11,2018,Loam,6.84,2.05,1.12,94.5,6.6,590.6,34.6,Deep,25.4,20.4,30.6,7.6,49.3,28.9,932.4,3.22,45.8,Jowar,Yes,15.82
12528,PORBANDAR,Porbandar,21.6409,69.611,8,2018,Silty,7.49,3.81,1.54,323.9,26.4,275.1,29.4,Shallow,29.3,24.3,34.3,225.9,65.0,39.8,881.3,3.03,58.3,Jowar,Yes,11.42193236338229
12529,VADODARA,Dabhoi,22.1336175,73.4201004,2,2019,Loam,6.61,3.3,1.42,292.6,39.5,339.9,21.0,Deep,21.5,16.8,27.9,9.2,31.5,6.0,947.1,5.7,32.5,Wheat,Yes,25.0
12531,BOTAD,Barwala,22.1518623,71.8957058,2,2015,Silty,6.48,1.46,0.57,444.6,31.4,326.4,3.2,Medium,15.8,12.7,20.2,3.9,41.6,6.5,760.8,4.81,48.1,Tobacco,Yes,18.9
12532,ANAND,Petlad,22.4770467,72.8003365,8,2017,Black Cotton,6.6,2.4,1.41,358.3,36.2,272.9,30.2,Medium,25.3,20.8,29.8,521.2,84.9,36.8,312.1,1.54,100.0,Cotton,Yes,10.62
12533,PORBANDAR,Ranavav,21.6986198,69.7268474,11,2018,Loam,6.36,2.76,1.48,128.5,33.1,546.8,35.3,Medium,17.6,10.4,22.5,9.4,34.3,30.3,330.6,4.67,46.8,Wheat,Yes,23.63
12535,SURENDRANAGAR,Limbdi,22.5660006,71.7899425,11,2020,Silty,7.24,3.44,1.23,144.8,37.0,426.1,9.6,Deep,25.3,18.2,29.4,14.4,32.0,24.5,834.5,4.39,69.8,Bajra,Yes,16.33
12536,SABARKANTHA,Talod,23.3530428,72.9510592,5,2015,Silty,6.24,1.84,0.3,293.5,35.7,280.1,29.7,Medium,37.3,31.7,41.6,9.4,37.9,16.3,958.0,3.52,63.7,Urad (Black Gram),No,4.014412864412675
12537,BHAVNAGAR,Talaja,21.3545788,72.0368814,5,2023,Loam,6.27,1.02,1.23,486.5,49.5,685.1,10.7,Shallow,32.8,29.9,35.2,12.2,38.7,22.4,839.8,6.21,62.6,Jowar,Yes,13.41
12538,BANASKANTHA,Bhabhar,24.0650833,71.6155279,2,2022,Loam,7.26,1.92,1.44,496.1,17.7,356.2,21.6,Shallow,18.3,14.9,23.2,3.6,32.1,20.5,785.3,5.67,29.8,Wheat,Yes,24.82
12539,RAJKOT,VINCHHIYA,22.2102309,71.3796336,8,2018,Loam,6.98,0.67,1.54,371.9,54.4,696.3,2.4,Deep,26.5,22.4,28.5,464.2,77.9,5.8,228.1,1.11,100.0,Groundnut,Yes,16.81997046692179
12540,SURENDRANAGAR,Wadhwan,22.7028011,71.6723933,6,2016,Silty,7.36,2.34,1.13,331.4,27.1,430.7,30.8,Shallow,32.9,28.7,38.7,303.5,73.7,9.9,340.6,1.17,69.4,Rice,Yes,18.97
12542,MAHESANA,Jotana,23.4711736,72.2927648,3,2014,Silty,6.6,2.52,0.89,474.3,40.0,226.7,30.3,Deep,35.3,33.0,40.2,3.1,36.1,26.3,1100.5,3.03,13.6,Bajra,Yes,11.87
12543,SURENDRANAGAR,Thangadh,22.5743355,71.2000239,3,2021,Black Cotton,7.01,0.15,0.63,74.0,29.6,608.6,32.4,Deep,40.8,38.4,47.5,10.2,42.2,7.6,715.9,5.44,49.4,Bajra,Yes,15.06
